Rank,Name,Median_score,Cooperation_rating,Wins,Initial_C_rate,CC_rate,CD_rate,DC_rate,DD_rate,CC_to_C_rate,CD_to_C_rate,DC_to_C_rate,DD_to_C_rate
109,ThueMorseInverse,2.57175753202,0.5005020080321285,89.0,1.0,0.3401214188555157,0.20915219090445922,0.27458779429569136,0.17613859594433368,0.276581854088,0.401388424137,0.5843142409,0.8137596094
110,PSO Gambler Mem1,2.56815250024,0.78259375,18.0,1.0,0.7140723085867094,0.1326409189069186,0.06754384617435895,0.08574292633201284,1.0,0.519175674431,0,0.117325699733
111,"BackStabber: ('D', 'D')",2.56778042066,0.7975657894736842,12.0,1.0,0.7589707100103777,0.1338419939027087,0.04599555174700593,0.061191744339907685,1.0,0.880644938683,0,0
112,Firm But Fair,2.56774585883,0.8482098765432099,0.0,1.0,0.7461517823570899,0.1423870716875984,0.054590922977765535,0.05687022297754619,1.0,0,1.0,0.680808382413
113,GTFT: 0.3,2.56367530812,0.8818986216096043,0.0,1.0,0.7682136190164757,0.12549378046936724,0.03801679619027673,0.06827580432388027,1.0,0.298395575609,1.0,0.294684990591
114,"Gradual Killer: ('D', 'D', 'D', 'D', 'D', 'C', 'C')",2.56319082905,0.4065431496830814,112.0,0.0,0.1599118975133739,0.09230519860769958,0.3336039476304791,0.41417895624844747,1.0,0.768393071478,0.176292700643,0.226987792097
115,Soft Go By Majority: 10,2.55808790119,0.8066756032171581,9.0,1.0,0.7301308675670007,0.12589737978956184,0.05575238822609442,0.08821936441734288,1.0,0.681189812855,0.724142178551,0
116,DoubleResurrection,2.55693461235,0.6676792160907684,47.0,1.0,0.6144816834494417,0.14827478118880763,0.11906557662568763,0.11817795873606315,0.913755547358,0,1.0,0.144849143983
117,Naive Prober: 0.1,2.55614973135,0.6516233090530698,55.0,1.0,0.6099174695595083,0.14198864342829798,0.11986955643577132,0.12822433057642238,0.899762578765,0,0.89889516171,0
118,Soft Go By Majority: 40,2.55423831353,0.8861398325947809,6.0,1.0,0.7485825746002589,0.13585782023808765,0.048102435223712284,0.06745716993794124,1.0,0.737488896135,0.778099030988,0
119,ThueMorse,2.55310628634,0.49895833333333334,93.0,0.0,0.21167248598082136,0.2598241693045218,0.3483103907529175,0.18019295396173934,0.457701476182,0.534370485095,0.84659586234,0.836945243758
120,Random: 0.5,2.55243316509,0.49936605316973415,94.0,0.4965151515151515,0.29445640396606343,0.20441463486021647,0.2921447632416902,0.20898419793203002,0.497299275809,0.501583891121,0.505768961532,0.494657864996
121,Hard Go By Majority: 20,2.55193925907,0.4788847755668672,111.0,0.0,0.27223974848947574,0.14877304197636312,0.2886180807973739,0.2903691287367873,1.0,0.664587547836,0.908901205075,0
122,GTFT: 0.33,2.55117348581,0.8749284725426857,0.0,1.0,0.7711006011450876,0.12670092209743997,0.03368298664076758,0.06851549011670485,1.0,0.329154820215,1.0,0.352843285264
123,Alternator,2.55058285986,0.522,86.0,1.0,0.31824713743526706,0.24439384635615843,0.2900687440130816,0.14729027219549298,0,0,1.0,1.0
124,Gradual,2.5503875141,0.8639305210918115,6.0,1.0,0.7643933590331718,0.13698745723965328,0.03916658853708143,0.0594525951900936,1.0,0.349877675444,0.796068521186,0.704078515377
125,"ZD-GEN-2: 0.125, 0.5, 3",2.55034911673,0.8741995012468828,6.0,1.0,0.7687720034342213,0.12548468712989658,0.03491789799459139,0.07082541144129081,1.0,0.562423890054,0.501390153686,0.128362082657
126,PSO Gambler 2_2_2,2.54920527634,0.8514857694163048,9.0,1.0,0.7408120946306334,0.1488693434223188,0.053874022217758506,0.05644453972928941,0.962175521056,0.691380168612,0.552594748869,0.424747166649
127,SelfSteem,2.54861157236,0.46864760058167715,96.0,0.4994949494949495,0.29977730341877634,0.1630706792481246,0.27812272729641335,0.25902929003668573,0.653373442513,0.379892988957,0.639087477592,0.269873101948
128,GrudgerAlternator,2.54387656165,0.804606172270843,13.0,1.0,0.7060248647341383,0.14328612435604138,0.06882705679512531,0.08186195411469512,0.904247548865,0,1.0,1.0
129,Meta Majority Memory One: 30 players,2.54018091278,0.8228736842105263,2.5,1.0,0.7328120912746916,0.12547236190277797,0.0500621183150911,0.09165342850743931,0.998437106032,0.137073826851,0.911011597304,0.1604934357
130,Stochastic Cooperator,2.5398385877,0.7135761278195488,48.0,1.0,0.629876252706398,0.14028398082997834,0.10492160838733515,0.12491815807628842,0.935258364089,0.238371545274,0.273760252886,0.421883027526
131,Calculator,2.53977414075,0.6288251072961374,55.0,1.0,0.5987517029512783,0.14438824309358333,0.1216063096715237,0.13525374428361464,0.897408250344,0,0.874757830888,0
132,"ZD-Extort-2: 0.1111111111111111, 0.5",2.53695906114,0.5250114207400639,75.0,1.0,0.5706166569603587,0.1055590361672464,0.12478058592891518,0.19904372094347972,0.885074404638,0.504845370426,0.334023478928,0
133,Once Bitten,2.53679306283,0.8340610756608934,11.0,1.0,0.7578160667642067,0.12367187283742855,0.03649763206461345,0.0820144283337513,1.0,0.736417316445,0.074188858371,0.0568557769842
134,Remorseful Prober: 0.1,2.53437329418,0.6499374398460058,48.0,1.0,0.590839422875521,0.14202185703222855,0.12385848726223696,0.1432802328300135,0.901925260298,0,0.895906900007,0.356954956595
135,Meta Mixer: 168 players,2.53354217645,0.6204355885078776,75.0,0.7890909090909091,0.4945745726538536,0.17974699419450263,0.18262298929091597,0.14305544386072785,0.761742977867,0.42969498324,0.740389565284,0.414360081549
136,Appeaser,2.53335018355,0.8233546034639927,13.0,1.0,0.7129762440734811,0.13949880273101029,0.06173175337152729,0.08579319982398134,1.0,0,0,1.0
137,Negation,2.53126258731,0.5346473684210526,92.0,0.4994949494949495,0.20082711264112027,0.27831386957262544,0.3514258975554831,0.16943312023077114,0,1.0,0,1.0
138,Stochastic WSLS: 0.05,2.52934683399,0.6989887111947319,36.0,1.0,0.6256584892220834,0.1506195256682783,0.10740198225585576,0.11632000285378258,0.951041416686,0.0588022486585,0.0641543811678,0.951477092048
139,"Stein and Rapoport: 0.05: ('D', 'D')",2.52830418066,0.8796743486973948,4.0,1.0,0.7802579016052403,0.14411283346923434,0.028074175491248396,0.04755508943427685,0.999217616669,0.690208887126,0.902891662994,0
140,Evolved ANN 5,2.52741129946,0.8052892156862745,11.0,1.0,0.7639165048025327,0.13767785866545929,0.034076346303133324,0.06432929022887474,0.97914788686,0.808309684014,0.413778667956,0
141,Win-Stay Lose-Shift: C,2.52139446083,0.787124705882353,15.5,1.0,0.7131688804057634,0.14326152841042675,0.059924437478442165,0.08364515370536772,1.0,0,0,1.0
